inlf	horas_esposa	hijos	edad_esposa	educ_esposa	horas_esposo	edad_esposo	educ_esposo	ingreso	exper_esposa	d_hijo6	salario_esposa	salario_esposo	Tipo_empleo	Dpto_residencia
1	608	0	45	17	2182	47	16	2000250	10	0	26562.379	59211.598	2	2
1	63	1	35	16	2385	37	16	1187500	7	1	15079.54	36645.684	2	3
1	154	0	40	16	2460	44	17	1765000	19	0	81430.203	48966.797	2	2
1	420	0	32	12	2595	35	16	867500	2	0	1809.5601	24894.18	1	1
1	651	0	54	9	2400	57	10	1082500	9	0	8171.9004	31350	1	2
1	675	0	38	12	3120	42	8	337000	14	0	7059.6401	5240.96	1	2
1	1663	0	43	12	2850	42	12	1613750	9	0	16452.102	20000.16	1	3
1	1680	0	54	16	760	60	12	1661000	16	0	33928.68	39998.801	1	2
1	180	0	39	14	2500	37	17	1325000	7	0	10555.641	38000	2	2
1	1581	0	37	12	2630	39	14	1935000	6	0	10094.7	47682.402	1	2
1	1200	0	46	12	2597	48	8	770000	22	0	9500	17558.66	1	3
1	450	0	56	11	2760	60	11	950350	9	0	69414.602	7045.1997	1	1
1	547	0	41	12	2070	44	8	838550	9	0	3112.2	28221.08	1	2
1	300	0	45	16	2256	48	16	1555000	14	0	7600	50532.402	1	2
1	975	0	44	17	1505	47	16	3315000	17	0	58463	100996.4	1	3
1	1621	0	50	17	2364	52	17	2177500	12	0	24614.5	53044.199	1	1
1	300	0	37	14	2895	38	14	1862500	13	0	31666.539	49878.801	1	2
1	1868	0	44	12	2041	46	12	1245000	8	0	17291.141	29975.539	1	1
1	1803	0	32	14	2195	34	17	1210000	10	0	9484.04	32892.801	1	2
1	2143	1	34	12	1935	40	12	810000	16	1	17022.859	12961.421	1	1
1	1080	0	32	10	1950	35	10	571550	1	0	8483.1201	17577.279	2	2
1	1352	0	37	12	2375	38	14	660000	6	0	7869.8003	15999.899	2	3
1	537	0	44	13	1920	55	8	771000	4	0	6368.7998	16229.04	2	3
1	352	0	34	16	3300	33	12	920000	8	0	12954.58	12701.12	1	1
1	200	1	33	12	3680	33	16	2175000	4	1	9500	32816.418	1	1
1	2045	0	43	7	1968	43	12	1098600	15	0	15051.42	25680.779	1	2
1	1253	0	35	16	2504	33	10	388700	7	0	23664.5	2220.3398	1	2
1	1960	0	43	14	2000	45	14	1223500	14	0	14928.681	20273	1	3
1	2000	0	34	12	1656	37	12	680000	16	0	11020	17898.381	2	1
1	1960	0	36	10	1968	39	7	1125000	15	0	15510.081	18922.859	1	1
1	2000	0	41	12	2016	41	12	680000	23	0	10830	11309.561	1	3
1	1568	0	41	16	2602	44	17	4540000	19	0	26658.139	48427.203	1	2
1	1225	0	35	10	1560	43	9	538800	4	0	11167.44	14615.56	1	2
1	780	1	32	12	1827	37	10	950350	12	1	7307.7798	27448.539	1	2
1	480	0	30	14	2080	34	14	1195000	12	0	26125	33469.262	1	3
1	1923	0	43	12	3390	47	12	1303000	25	0	14820.76	20468.32	1	3
1	2000	0	54	6	2524	57	6	665000	14	0	7600	14001.48	1	3
1	2110	0	35	15	2777	34	12	781000	14	0	18909.939	7006.0601	2	3
1	1664	0	50	12	3120	54	13	825000	11	0	4567.2202	4944.9404	2	3
1	48	1	34	17	2700	36	17	1044000	7	1	85500	27444.359	2	2
1	1791	0	52	14	1904	57	12	1530000	18	0	26097.26	27941.02	2	3
1	1404	0	35	13	2360	38	14	1950000	4	0	13532.94	45083.203	1	1
1	1920	0	55	6	1960	58	8	771400	37	0	7520.96	20264.26	1	2
1	2141	0	35	16	2000	42	16	1165000	13	0	20410.941	20900	1	1
1	1720	0	49	14	2600	45	16	2105000	14	0	6627.96	27477.041	2	2
1	3533	2	38	15	2000	38	9	1821500	17	1	19360.24	26600	2	1
1	2000	0	42	14	2218	45	14	1300000	5	0	9500	27412.059	2	3
1	800	0	48	8	2000	52	5	3103000	2	0	14535	17100	2	1
1	3000	0	51	14	2595	53	16	1415000	0	0	3800	33680.16	1	2
1	293	0	43	12	2400	47	12	1207450	3	0	11672.46	35466.539	1	1
1	1872	0	43	12	2856	48	12	1407050	21	0	6521.9399	14539.939	1	1
1	2058	0	38	12	2601	38	14	1152850	20	0	15279.419	20690.24	1	1
1	1832	0	44	12	2054	48	9	1445000	19	0	20742.299	33300.922	2	1
1	120	1	36	12	2500	35	12	1200000	4	1	95000	31919.998	2	3
1	1632	0	38	12	1960	31	12	695000	19	0	9080.8594	19387.602	2	1
1	778	0	47	8	2058	51	8	1590500	11	0	12210.92	28158.381	2	1
1	1984	0	34	12	2410	49	10	992000	14	0	12832.601	20340.262	2	3
1	225	1	40	17	1278	38	17	1274500	8	1	6755.6396	74335.602	1	1
1	1960	0	31	12	2875	35	12	1040000	13	0	12020.54	19297.539	1	3
1	444	0	46	12	2340	49	12	120000	24	0	10270.26	1948.6399	1	1
1	384	0	36	14	3060	43	17	1632500	1	0	6432.2603	20527.6	1	3
1	1170	1	39	13	1920	47	12	818500	1	1	812.06	29885.48	1	3
1	1330	0	36	17	3390	38	12	1775000	3	0	25714.221	23001.781	1	1
1	1350	0	37	8	2400	41	12	755000	4	0	6614.6602	19000	2	2
1	480	0	39	12	1640	40	11	705000	21	0	9500	29195.02	1	2
1	1984	1	36	11	1656	38	8	980000	10	1	17046.42	22946.68	1	2
1	1944	0	49	12	1920	53	16	971700	13	0	9773.6006	22233.799	2	3
1	50	1	45	12	1780	46	10	1194100	9	1	13148	25618.08	1	1
1	460	2	32	17	1850	31	17	865000	14	1	18173.879	30810.779	2	2
1	680	0	36	10	3430	43	12	988600	2	0	8784.8398	20163.18	1	2
1	2450	0	40	12	2008	40	8	1782050	21	0	20163.18	27629.42	2	3
1	2144	0	43	13	2140	43	11	1711000	22	0	22296.5	31074.879	1	1
1	1760	0	33	12	3380	34	12	1500000	14	0	12954.58	26982.279	2	3
1	490	0	30	12	2430	33	11	900000	7	0	15510.081	25020.721	1	1
0	0	0	49	12	2550	54	15	1051250	2	0	0	29841.02	1	1
0	0	2	30	16	1928	34	16	1180000	5	1	0	45330.199	1	1
0	0	1	30	12	1100	39	17	1140000	12	1	0	68400	2	2
0	0	0	41	12	3193	40	16	1795500	1	0	0	38083.602	2	2
0	0	0	45	12	2250	46	16	1085000	12	0	0	35466.539	2	1
0	0	0	43	12	2012	44	13	1091150	4	0	0	23123	1	3
0	0	0	42	13	3856	46	15	1550000	9	0	0	21680.52	1	2
0	0	0	60	12	1645	58	12	765000	9	0	0	34650.301	1	2
0	0	0	57	12	1554	57	12	646250	6	0	0	27387.359	1	3
0	0	0	38	10	2352	41	8	791500	5	0	0	20195.48	1	1
0	0	0	56	12	1980	58	12	1510000	5	0	0	31474.639	1	2
0	0	0	32	12	2352	37	7	830000	8	0	0	26819.639	1	3
0	0	0	49	7	1784	58	6	550000	2	0	0	23430.42	1	2
0	0	0	55	12	2500	58	12	750000	6	0	0	10260	1	2
0	0	1	36	9	2088	39	14	1026400	0	1	0	29118.639	1	3
0	0	0	44	12	4640	50	12	656300	3	0	0	7026.5801	2	1
0	0	0	44	10	3900	60	12	777500	7	0	0	14615.56	2	2
0	0	1	35	14	1988	34	17	900500	3	1	0	34406.34	2	1
0	0	2	44	14	1920	45	10	943700	10	1	0	35625	1	3
0	0	0	45	12	2400	45	12	1240000	3	0	0	31666.539	1	3
0	0	1	34	12	1867	38	12	875000	2	1	0	35618.539	1	2
0	0	2	30	17	3570	32	17	807500	12	1	0	17030.84	1	3
0	0	0	39	8	2805	44	12	759450	15	0	0	20320.881	1	1
0	0	0	36	12	1110	39	15	300000	5	0	0	12170.26	2	2
0	0	0	38	17	2695	42	16	1862500	4	0	0	48643.797	1	2
0	0	0	53	12	1950	54	16	1388000	10	0	0	26259.139	1	3
0	0	0	36	12	2128	42	12	454500	1	0	0	16071.34	1	3
0	0	1	32	12	3260	31	12	725000	8	1	0	16902.02	1	2
0	0	0	51	9	1987	51	12	985000	20	0	0	30598.742	1	1
0	0	0	38	11	2185	46	11	839400	4	0	0	28521.66	1	3
0	0	2	33	12	2475	36	12	926000	7	1	0	28403.859	1	3
0	0	0	54	12	2610	53	12	1047500	10	0	0	24022.842	1	1
0	0	0	38	9	1920	44	12	378700	3	0	0	8114.52	1	3
0	0	2	30	11	2352	31	14	501350	5	1	0	15994.96	1	1
0	0	2	34	12	3160	30	12	250000	10	1	0	2886.1001	1	1
0	0	0	34	9	1040	37	13	352000	0	0	0	18269.26	2	1
0	0	0	50	12	3120	49	12	2040000	3	0	0	48594.402	2	1
0	0	2	30	17	2240	30	16	802500	10	1	0	27143.02	2	1
0	0	0	38	12	1980	42	16	1655000	2	0	0	57577.602	1	3
0	0	0	54	14	1960	58	14	1692800	10	0	0	30051.16	1	2
0	0	1	30	12	2940	31	17	1025000	4	1	0	26496.639	1	1
0	0	0	55	12	2467	56	11	1430000	0	0	0	18688.779	1	1
0	0	0	51	10	2256	56	12	937500	10	0	0	31582.561	1	1
0	0	0	44	12	1680	46	12	1015000	5	0	0	27143.02	2	2
0	0	0	53	12	2250	55	12	671000	0	0	0	21617.82	1	1
0	0	0	42	10	2400	49	9	920000	0	0	0	26916.541	1	2
0	0	0	38	12	2196	42	11	834100	19	0	0	21630.361	1	3
0	0	1	38	13	2400	40	12	1634250	2	1	0	43320	1	1
0	0	1	41	12	3825	41	11	352500	12	1	0	5377.7598	1	1
0	0	0	35	8	2860	44	9	543350	5	0	0	10452.66	1	3
0	0	1	33	12	2750	34	12	911000	5	1	0	25149.16	1	2
0	0	0	48	13	2103	50	16	1330650	5	0	0	35235.5	1	2
0	0	0	47	12	1880	51	12	1250000	10	0	0	46690.598	2	3
0	0	0	34	12	3185	41	13	785000	0	0	0	10848.619	2	3
0	0	2	33	13	2677	37	17	2012500	4	1	0	30289.42	2	2
0	0	3	31	13	3600	36	17	3680000	3	1	0	73887.203	2	2
0	0	0	58	8	4334	58	8	529600	2	0	0	5626.2798	1	1
0	0	0	49	12	2874	52	8	400000	1	0	0	7188.8403	1	1
0	0	0	55	8	1936	56	9	670000	0	0	0	26301.701	1	2
0	0	0	44	14	1964	49	8	1185000	1	0	0	40629.602	2	2
0	0	0	44	9	1900	48	8	945000	1	0	0	37800.121	2	2
0	0	0	36	16	2500	37	17	2415000	6	0	0	72200	2	1
0	0	0	38	12	3173	46	14	1223500	12	0	0	28455.16	2	1
0	0	0	37	16	2916	38	17	1431500	6	0	0	35184.199	1	3
0	0	0	47	12	2208	51	12	1266000	9	0	0	43023.598	1	3
0	0	0	47	12	2094	47	10	676500	14	0	0	24498.6	1	1
0	0	1	32	12	2250	33	12	740000	13	1	0	24995.639	1	1
0	0	1	43	12	2000	46	12	870000	8	1	0	23180	2	2
0	0	1	42	11	2600	48	10	799000	0	1	0	16077.041	2	3
0	0	0	56	12	4368	57	8	828800	1	0	0	8424.5996	2	1
0	0	0	38	13	3068	40	16	1092500	3	0	0	24771.82	2	1
0	0	0	52	12	2218	51	11	730000	13	0	0	24670.74	2	1
0	0	0	50	12	1848	56	12	1080000	3	0	0	43183.203	1	3
0	0	0	33	16	2430	33	17	1200000	8	0	0	37530.699	1	1
0	0	0	44	16	2640	44	17	1044150	8	0	0	29098.879	1	1
0	0	0	41	12	2108	42	16	975000	18	0	0	31546.459	1	3
0	0	0	45	12	1998	45	12	2140000	2	0	0	53633.203	1	1
0	0	0	53	14	2500	55	16	2075000	3	0	0	60800	1	2
0	0	0	53	14	1665	56	17	948250	5	0	0	42905.801	2	3
0	0	0	42	12	2990	46	12	805000	2	0	0	8890.0996	1	1
0	0	2	32	13	1795	35	16	735000	10	1	0	29637.719	1	1
0	0	0	56	12	2500	53	12	940000	30	0	0	22800	2	1
0	0	1	37	11	2205	40	11	737500	1	1	0	25419.34	1	3
0	0	1	40	12	2460	42	14	1050000	5	1	0	32439.08	2	3
0	0	0	54	15	1880	55	16	1770000	8	0	0	52554	1	3
0	0	0	53	7	3481	53	9	535000	0	0	0	5624	2	2
0	0	0	48	12	2450	51	12	1225000	4	0	0	32571.318	1	2
0	0	1	36	12	2062	38	14	852250	2	1	0	31273.621	2	1
0	0	0	57	12	2146	52	14	940000	30	0	0	31873.26	1	1
0	0	0	51	12	1575	49	7	700000	25	0	0	27987.379	1	2
0	0	0	33	13	3096	37	12	910700	3	0	0	13077.7	1	3
0	0	0	52	12	3280	49	11	1008850	20	0	0	12744.06	2	3
0	0	0	56	10	1680	60	8	415000	20	0	0	11309.561	2	3
0	0	1	36	12	2625	38	11	710000	0	1	0	19687.801	2	1
0	0	1	36	14	1846	50	16	1088400	15	1	0	39113.402	1	3
0	0	0	46	12	2178	47	10	1477650	10	0	0	50323.398	1	1
0	0	0	31	10	960	33	9	217500	4	0	0	13854.04	1	1
0	0	0	52	11	2210	51	12	1200000	3	0	0	39546.598	1	3
0	0	0	46	12	2192	55	12	915000	10	0	0	31204.461	1	2
0	0	2	35	12	1960	44	16	860000	9	1	0	32959.301	1	1
0	0	0	59	12	1920	56	10	823800	7	0	0	31619.039	1	1
0	0	0	36	8	2286	40	12	670000	12	0	0	16290.601	1	1
0	0	1	51	7	2000	52	7	2249400	0	1	0	39900	1	1
0	0	1	31	16	2256	31	12	910000	16	1	0	30319.061	1	2
0	0	0	31	14	2370	36	17	1400000	4	0	0	44893.199	2	2
0	0	1	32	12	1800	39	13	577500	7	1	0	23222.182	2	2
0	0	1	35	16	2250	38	16	1422500	7	1	0	47796.398	2	2
0	0	0	40	12	1080	43	12	754800	14	0	0	42727.203	1	1
0	0	1	33	10	2840	38	12	400450	2	1	0	10415.04	1	2
0	0	0	54	7	2250	52	11	502000	20	0	0	16888.719	1	2
0	0	1	36	12	2746	37	12	835000	5	1	0	22141.461	1	3
0	0	0	50	10	2300	60	8	420000	10	0	0	8921.6396	1	3
0	0	0	54	8	2860	49	8	650000	20	0	0	17006.9	2	3
0	0	0	48	11	1765	49	12	898500	10	0	0	32294.68	1	3
0	0	0	41	15	2520	42	16	922500	8	0	0	27293.5	1	2
0	0	0	50	12	2208	53	12	1550000	11	0	0	41306	1	3
0	0	0	46	12	2119	51	8	1206750	3	0	0	27064.359	1	3
0	0	0	42	13	2580	47	17	1585000	6	0	0	40504.957	1	3
0	0	1	31	9	1984	34	12	509500	4	1	0	12449.561	1	2
0	0	0	53	12	1880	58	8	1078700	4	0	0	29457.98	1	3
0	0	0	51	12	2185	57	12	1334000	9	0	0	45391	1	3
0	0	0	47	12	2080	57	12	885000	10	0	0	17538.52	1	2
0	0	0	50	12	1920	50	12	1470000	3	0	0	49479.801	1	2
0	0	0	37	6	3000	52	5	1107950	2	0	0	10133.46	1	1
0	0	2	30	12	2100	31	12	1750000	2	1	0	33566.539	2	3
0	0	0	49	12	1690	39	12	431500	0	0	0	8994.2197	2	3
0	0	0	52	12	2600	49	16	854000	8	0	0	19000	2	2
0	0	0	47	12	1984	49	16	1625000	6	0	0	28346.861	1	1
0	0	0	49	12	2064	53	12	800000	15	0	0	29457.221	1	2
0	0	0	44	12	2553	31	16	942500	15	0	0	20540.52	1	1
0	0	0	53	8	2776	59	9	875000	9	0	0	23270.82	1	3
0	0	1	30	12	2315	31	13	969600	8	1	0	31680.219	1	1
0	0	0	54	12	1880	55	12	722500	18	0	0	27085.26	2	1
0	0	1	47	7	2160	51	7	1090000	3	1	0	23257.52	1	2
0	0	0	56	15	900	56	12	385000	10	0	0	11822.18	1	3
0	0	0	49	12	2467	52	16	1590000	6	0	0	46211.801	1	3
0	0	0	48	6	1820	55	12	862900	20	0	0	20461.48	2	3
0	0	0	49	12	2223	53	10	669950	8	0	0	15138.439	2	1
0	0	0	56	12	2142	60	12	803650	3	0	0	28384.859	2	2
0	0	0	46	12	1928	46	11	1163000	4	0	0	43361.801	1	2
0	0	0	45	12	2783	49	17	1865000	13	0	0	49156.801	1	2
0	0	0	32	12	1960	35	12	550000	4	0	0	21326.359	1	1
0	0	1	43	12	1920	41	12	653750	17	1	0	25877.619	1	2
0	0	1	34	12	1587	39	12	685000	4	1	0	32325.082	1	1
0	0	1	30	12	2496	51	10	1255000	0	1	0	20930.4	1	1
0	0	2	38	17	2280	39	12	930000	15	1	0	27468.299	1	2
0	0	1	33	16	2750	36	17	1450000	11	1	0	35927.102	2	3
0	0	0	52	12	2115	55	12	961850	23	0	0	34137.297	2	2
0	0	0	43	11	2590	45	12	992750	1	0	0	22741.48	2	3
0	0	1	33	12	2372	34	12	472500	5	1	0	15059.02	2	2
0	0	0	45	10	2295	48	12	1500000	1	0	0	26818.5	1	1
0	0	2	36	10	2096	38	12	750000	5	1	0	27194.699	1	1
0	0	1	34	12	3315	39	17	1235050	3	1	0	15255.101	1	1
0	0	0	37	14	1777	50	16	795000	3	0	0	14755.02	2	2
0	0	0	46	10	1880	51	12	812000	19	0	0	30319.061	2	1
0	0	0	47	12	2184	55	10	1055000	20	0	0	19139.08	2	3
0	0	2	31	16	3250	32	16	1150000	5	1	0	26892.221	2	3
0	0	0	57	5	1520	58	5	317000	0	0	0	13749.92	1	3
0	0	1	30	12	3119	30	13	2112500	3	1	0	51170.797	1	2
0	0	0	30	12	640	43	17	734700	3	0	0	55217.801	1	2
0	0	0	44	12	2250	45	12	1070850	7	0	0	25840	1	3
0	0	0	53	13	3000	53	13	1010000	7	0	0	25333.459	2	1
0	0	0	51	8	2028	54	8	604500	1	0	0	22485.359	2	3
0	0	1	39	12	2412	36	14	1238000	13	1	0	38912	2	2
0	0	0	52	8	2452	54	12	1150000	0	0	0	30995.08	2	3
0	0	0	46	8	2304	50	12	968250	0	0	0	25374.5	2	1
0	0	0	47	12	3120	49	12	277500	12	0	0	3653.7	1	1
0	0	0	52	8	1670	54	8	3401750	0	0	0	64246.598	1	1
0	0	0	45	12	2137	46	15	1465000	5	0	0	51566	1	1
0	0	0	60	11	2071	52	11	925000	45	0	0	33945.023	1	2
0	0	0	41	13	1960	54	7	1129100	10	0	0	18001.359	1	3
0	0	0	39	8	2068	45	12	1075000	2	0	0	32340.281	1	3
0	0	0	49	12	2190	51	12	1403500	3	0	0	19954.18	2	1
0	0	1	32	15	2295	37	13	2515000	1	1	0	82786.797	1	2
0	0	1	33	12	2970	34	13	1175000	5	1	0	30067.5	1	1
0	0	0	36	10	2068	37	8	775000	10	0	0	27011.541	2	3
0	0	3	37	13	2419	39	14	672000	4	1	0	19164.92	1	2
0	0	1	30	12	2150	34	11	405000	7	1	0	8527.96	2	2
0	0	1	44	11	1152	37	10	490000	9	1	0	32326.219	1	3
0	0	0	48	12	2640	49	12	1015000	5	0	0	28788.039	2	2
0	0	0	40	11	2550	45	11	750000	4	0	0	22353.121	1	2
0	0	0	47	13	1360	49	16	2805000	11	0	0	153675.81	2	1
0	0	0	36	12	2420	40	12	1142300	9	0	0	23688.82	1	1
0	0	0	40	11	2205	42	14	1111250	4	0	0	35328.98	1	1
0	0	0	46	12	3268	46	12	881750	2	0	0	2674.4402	1	1
0	0	0	52	12	3672	54	12	925000	23	0	0	9661.5	2	1
0	0	0	44	12	1800	45	12	669500	3	0	0	19316.541	2	2
0	0	0	45	10	1926	46	14	757500	15	0	0	29200.34	2	3
0	0	2	30	7	1920	35	7	810000	8	1	0	15437.5	1	3
0	0	1	40	12	2080	44	12	1696000	3	1	0	24740.281	1	1
0	0	0	43	12	2856	43	12	700000	25	0	0	11213.8	1	3
0	0	0	49	12	2115	53	10	836800	2	0	0	21560.439	1	1
0	0	1	46	12	1880	48	12	1532500	0	1	0	48510.801	1	3
0	0	0	52	11	2000	52	12	620000	19	0	0	22800	1	2
0	0	1	31	12	2044	33	15	951100	3	1	0	35322.898	1	2
0	0	1	42	10	1677	47	11	560150	7	1	0	19503.121	1	2
0	0	0	33	11	2184	38	8	993800	1	0	0	34450.418	1	3
0	0	0	57	16	3185	57	13	2850000	9	0	0	45337.801	1	2
0	0	0	49	10	2680	51	10	914500	3	0	0	25522.32	2	1
0	0	0	45	14	3615	47	14	1011000	8	0	0	17423.381	2	1
0	0	0	56	11	2139	56	12	1107500	0	0	0	35175.457	2	3
0	0	1	41	12	3080	43	12	1531150	5	1	0	32549.281	1	1
0	0	0	56	5	1261	53	6	469000	20	0	0	25614.658	1	2
0	0	0	48	10	2227	48	10	1100000	3	0	0	37539.441	1	3
0	0	0	52	16	1920	53	16	1183750	12	0	0	35625	1	1
0	0	0	51	12	2350	55	12	1683550	5	0	0	23852.6	1	3
0	0	0	35	11	1785	39	10	618350	1	0	0	24411.58	2	1
0	0	0	45	12	2598	51	12	1097500	0	0	0	31812.842	1	1
0	0	0	54	12	2455	58	17	1600000	7	0	0	46436	1	1
0	0	0	54	12	2450	54	13	1130500	13	0	0	13532.56	1	3
0	0	1	31	12	1218	32	8	604600	3	1	0	33694.598	1	1
0	0	0	53	6	2040	54	4	188850	0	0	0	7035.7002	1	3
0	0	2	35	14	2600	34	14	1800000	2	1	0	30692.219	1	3
0	0	1	36	12	2450	40	16	1345000	0	1	0	34122.48	1	3
0	0	0	59	12	2717	60	12	1612100	2	0	0	25314.84	1	1
0	0	0	54	16	2701	54	17	1751000	1	0	0	42206.602	1	2
0	0	1	37	12	2600	47	17	1880000	10	1	0	53492.598	1	1
0	0	0	44	12	3640	54	10	75000	10	0	0	1565.98	1	1
0	0	1	34	17	2940	40	16	4800000	1	1	0	90478	2	3
0	0	0	49	12	1880	50	12	907500	3	0	0	36383.102	2	3
0	0	0	49	12	3500	51	12	775000	32	0	0	7328.6797	2	2
0	0	0	60	9	3320	60	8	700000	0	0	0	9797.54	1	2
0	0	0	51	12	1605	55	12	737800	7	0	0	27464.119	1	3
0	0	1	30	12	2500	30	14	1100000	5	1	0	33440	1	2
0	0	0	47	12	2400	49	9	1223300	2	0	0	29450	1	1
0	0	0	36	12	1634	45	17	1220000	5	0	0	55814.398	1	2
0	0	1	35	12	2260	38	12	1200000	3	1	0	39850.602	2	2
0	0	0	58	12	3478	53	12	775000	25	0	0	15296.14	1	1
0	0	1	41	14	2550	42	16	1540000	0	1	0	44707	1	2
0	0	0	51	10	840	52	8	533000	3	0	0	36190.441	1	1
0	0	0	47	12	1520	52	12	667500	10	0	0	26250.02	1	3
0	0	1	45	9	1920	35	9	504500	10	1	0	19573.801	1	1
0	0	0	60	14	2703	55	17	2780000	7	0	0	77884.805	1	1
0	0	1	30	16	1896	46	16	1285000	5	1	0	51509	1	2
0	0	0	55	11	1960	57	13	1450000	15	0	0	56224.797	1	3
0	0	1	32	12	3060	50	8	364300	1	1	0	6423.8999	2	3
0	0	0	36	12	2805	38	12	1887600	5	0	0	27472.48	2	1
0	0	0	55	12	1944	53	7	653600	9	0	0	15637.76	2	3
0	0	0	47	12	1960	47	12	352200	18	0	0	11396.2	2	2
0	0	0	47	12	2112	52	8	910000	1	0	0	30586.961	1	1
0	0	0	37	11	2544	39	12	1350000	0	0	0	32592.6	1	1
0	0	0	50	12	1700	53	17	1515000	6	0	0	35429.297	1	3
0	0	0	30	12	2550	31	12	600000	1	0	0	17882.42	2	1
0	0	0	48	17	2080	45	17	1575000	2	0	0	34711.48	2	2
0	0	0	43	10	2060	49	12	1354600	15	0	0	29514.602	2	2
0	0	1	48	11	1955	46	8	1048400	25	1	0	15682.221	2	1
0	0	1	41	14	2500	44	17	1350000	1	1	0	38000	1	2
0	0	0	50	12	2750	52	10	561250	0	0	0	15476.26	1	1
0	0	0	58	8	2040	59	5	1885000	0	0	0	29841.02	1	1
0	0	0	38	13	3275	43	15	1410000	0	0	0	29703.84	1	2
0	0	0	37	12	2400	39	12	1700000	8	0	0	34833.461	2	1
0	0	0	50	16	2024	51	17	3160000	22	0	0	112647.2	2	2
0	0	0	42	8	1840	44	6	375000	5	0	0	15489.18	2	3
0	0	1	37	9	2033	37	17	870500	10	1	0	31775.602	2	3
0	0	0	41	16	1946	40	17	2550000	1	0	0	45835.602	2	3
0	0	0	31	12	3660	31	12	645800	1	0	0	8835.3799	1	2
0	0	0	51	12	2088	55	11	1095000	6	0	0	38038	1	1
0	0	1	36	12	2048	41	12	882000	4	1	0	20038.92	1	2
0	0	0	54	15	1920	52	15	1000000	6	0	0	39584.598	1	3
0	0	0	49	12	2000	54	12	750000	0	0	0	28500	1	2
0	0	1	48	9	2204	47	8	703000	1	1	0	24137.98	1	2
0	0	0	42	9	3157	45	10	791250	3	0	0	14466.98	2	1
0	0	1	41	12	1665	44	14	825500	15	1	0	37657.617	1	3
0	0	0	55	16	2304	56	11	650000	33	0	0	10146.38	1	1
0	0	0	42	9	2275	46	8	500000	2	0	0	16703.279	2	3
0	0	0	32	15	2760	33	17	1100000	1	0	0	30289.801	1	2
0	0	0	43	12	1750	44	14	1490000	10	0	0	58630.199	2	2
0	0	1	33	12	3366	37	13	750000	0	1	0	7544.52	1	3
0	0	0	48	15	2205	51	16	1115000	14	0	0	27573.559	2	1
0	0	0	43	12	1990	48	9	727500	15	0	0	26733.76	1	2
0	0	1	47	17	1930	57	16	986500	15	1	0	30911.859	2	1
0	0	0	54	12	1350	60	12	1750000	10	0	0	45527.801	1	3
0	0	0	51	12	3340	52	12	1050700	6	0	0	22770.359	1	2
0	0	0	51	10	960	57	10	543800	18	0	0	15754.04	1	3
0	0	1	43	13	2732	42	13	1392500	15	1	0	32338.758	2	2
0	0	0	53	12	1624	59	8	478000	30	0	0	11259.78	2	1
0	0	1	34	11	1804	36	12	1515000	15	1	0	33496.621	2	1
0	0	1	31	8	2805	31	10	386000	10	1	0	9482.9004	1	2
0	0	0	56	12	2160	59	8	527500	0	0	0	18560.342	1	2
0	0	0	42	16	2052	55	15	1205300	0	0	0	38760	1	1
0	0	0	32	12	2250	35	16	1149750	4	0	0	38000	1	1
0	0	1	35	12	1120	37	12	300000	0	1	0	20356.98	1	2
0	0	1	30	12	2450	36	14	1217500	3	1	0	37224.422	1	3
0	0	0	51	10	3432	50	11	380400	20	0	0	5221.5801	1	3
0	0	0	47	12	2700	48	12	1410000	3	0	0	13159.4	1	1
0	0	0	54	12	2817	55	13	807500	1	0	0	19155.041	1	1
0	0	3	31	15	3000	34	17	2560000	5	1	0	63334.598	1	2
0	0	0	47	10	2125	45	11	632300	7	0	0	16451.721	2	1
0	0	0	47	14	1864	42	16	950000	6	0	0	38733.398	2	3
0	0	0	40	12	2400	39	12	950000	2	0	0	28816.541	2	2
0	0	0	48	8	2160	50	7	720000	0	0	0	15657.52	1	2
0	0	0	34	8	1040	51	7	361600	10	0	0	18269.26	1	2
0	0	0	38	12	2450	42	16	1097150	6	0	0	11981.78	1	2
0	0	1	32	12	2500	34	16	2375000	4	1	0	72200	1	1
0	0	0	48	16	2131	45	17	1445000	8	0	0	23003.301	1	3
0	0	0	41	12	2165	46	7	620000	18	0	0	14392.5	2	2
0	0	0	49	5	2230	43	3	326550	7	0	0	11129.06	1	1
0	0	0	59	8	1995	55	12	1121100	15	0	0	35329.359	1	1
0	0	0	58	13	2025	57	16	1110000	7	0	0	35654.262	1	3
0	0	0	41	12	2450	48	15	3850000	8	0	0	100817.8	1	3
0	0	0	45	12	2160	45	12	4400000	8	0	0	153934.2	1	1
0	0	1	30	14	1715	32	17	1302000	3	1	0	57608	1	1
0	0	0	41	12	3018	42	16	3175000	10	0	0	72063.203	1	2
0	0	2	30	12	2216	33	16	605000	9	1	0	20577.762	1	1
0	0	0	53	12	2499	54	12	875250	24	0	0	7595.4399	1	2
0	0	0	31	12	2250	37	14	900000	12	0	0	30400	1	1
0	0	0	43	14	2116	44	17	1403450	2	0	0	42381.398	1	1
0	0	1	31	12	2016	30	14	700000	6	1	0	22619.121	2	2
0	0	0	51	12	2470	60	10	405850	18	0	0	8053.7202	2	1
0	0	0	43	9	1640	45	12	594750	17	0	0	14585.92	2	2
0	0	1	31	14	2016	34	16	2262500	7	1	0	65971.797	1	1
0	0	0	48	11	2185	48	12	1555300	6	0	0	30434.961	1	2
